yokai_name,prompt,answer
いやみ、否哉,"日本の妖怪である「否哉」は、どのような姿で描かれることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 後ろ姿が美しい女性で、振り返ると老人の顔が見える
- 小さな子供の姿をしている
- 巨大な獣の姿を持つ
- 目が無く、耳が大きい",後ろ姿が美しい女性で、振り返ると老人の顔が見える
イワエトゥンナイ,"日本の妖怪イワエトゥンナイは、障害物を通り抜ける方法としてどのようにされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 障害物の上を飛ぶ
- 障害物を切り裂く
- 障害物を突き抜ける
- 障害物を回り込む",障害物を突き抜ける
イワコシンプ,"日本の妖怪イワコシンプに憑かれた人間が経験するとされることは何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 幸運を得る
- 気が狂う
- 長寿を得る
- 美しい声を持つ",気が狂う
イワサラウス,"日本の妖怪イワサラウスは、どのような特徴を持つ動物とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 猫
- クマ
- 犬
- 鹿",クマ
岩魚（坊主）,"日本の妖怪である「岩魚坊主」において、釣り人が坊主に振る舞ったものが魚の腹から出てくるとされていることが多いですが、それは何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 酒
- ご飯
- 魚
- 野菜",ご飯
石見の牛鬼,"日本の妖怪「牛鬼」に関する伝承では、牛鬼の姿はどのように描かれることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 頭が牛で体が鬼
- 頭が鬼で体が牛
- 頭と体が両方とも牛
- 頭と体が両方とも鬼",頭が牛で体が鬼
イワメテイェプ,"日本の妖怪イワメテイェプが人を襲わせるとされる動物は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- イノシシ
- クマ
- シカ
- タヌキ",クマ
陰火,"日本の妖怪である「鬼火」は、特に何に近づくと精気を吸い取るとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 死体
- 生きている人間
- 動物
- 植物",生きている人間
インネン,"日本の妖怪である「インネン」がもたらすとされる病気の原因はどのような存在によるものとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の霊的存在
- 自然災害
- 動物の呪い
- 異星人の干渉",人間の霊的存在
犬の亡霊,"下甑島に伝わる「犬の亡霊」について、どのような状況でその声が聞こえるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 夜の深い霧の中
- 昼間の晴れた日に
- 雨の日の夕方
- 満月の夜",夜の深い霧の中
浮き物,"日本の妖怪「浮き物」は、特定の条件下でどのように見えるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 空を飛ぶ
- 海上に巨大な影が現れる
- 水中から顔を出す
- 地面から生える",海上に巨大な影が現れる
兎狸,"日本の妖怪である「化け狸」はどのように人間を化かすとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人の姿に化ける
- 声を真似る
- 不思議な音を鳴らす
- 人の夢に現れる",人の姿に化ける
牛打ち坊,"日本の妖怪「牛打ち坊」が牛馬に残すとされる跡は何とされていますか？以下の4つから回答を1つ選び出力しなさい。
- 1つの爪跡
- 2つの牙の跡
- 3つの傷跡
- 4つの足跡",2つの牙の跡
牛鬼,"日本の妖怪「牛鬼」が海岸以外で現れるとされている場所はどことされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 山間部
- 砂漠
- 都市部
- 高層ビルの屋上",山間部
牛御前,"日本の妖怪牛御前において、牛御前が関東に転戦した際に変身したとされる体長はどのくらいと記述されていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 約10メートル
- 約20メートル
- 約30メートル
- 約40メートル",約30メートル
丑の時参り,"丑の刻参りにおいて、呪いを行う女性が身にまとう衣服の色とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 赤
- 白
- 黒
- 青",白
後神,"日本の妖怪である「後神」が人間に対して行う行動として、どのようなものが一般的に記されていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 背後から触れる
- 後ろ髪を引く
- 前に立ちはだかる
- 声をかける",後ろ髪を引く
後眼,"日本の妖怪である「後眼」が持つとされている爪の本数は何本とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 1本
- 2本
- 3本
- 4本",1本
臼負い婆,"臼負い婆はどの頻度で現れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 毎年
- 毎月
- 2,3年または4,5年に一度
- 毎日","2,3年または4,5年に一度"
打綿狸,"日本の妖怪である「打綿狸」は人間を化かす際にどのような音を発することが多いとされているでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 笛の音
- 腹つづみの音
- 太鼓の音
- 風の音",腹つづみの音
空穂,"日本の妖怪「古空穂」は何に変化したとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 忘れられた武功や栄光の象徴
- 水にまつわる神
- 土地の精霊
- 戦士の霊",忘れられた武功や栄光の象徴
宇婆,"日本の妖怪「宇婆」が悪戯を働く場所として最も一般的に言われているのはどこでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 海辺
- 山野
- 村の中心
- 神社の境内",山野
姥ヶ火,"日本の妖怪「姥ヶ火」は、どのような行動をすると消えてしまうとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 油さしと言う
- 水をかける
- 火を消す
- 名前を呼ぶ",油さしと言う
ウバトウイ,"日本の妖怪ウバトウイが引き起こす現象として、道を歩いていると後ろから聞こえてくる声は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- ウイ
- カッパ
- トンネル
- ケンムン",ウイ
うばめ取り,"日本の妖怪「うばめ取り」が赤子を抱かせた後に何が起こるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 赤子が消える
- 赤子が石に変わる
- 赤子が育つ
- 赤子が泣き続ける",赤子が石に変わる
ウブ,"日本の妖怪「ウブ」の特徴として、何を抱いて現れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 石像
- 赤子
- 花束
- 木の枝",赤子
産女、姑獲鳥、憂婦女鳥,"日本の妖怪「産女」はどのような現象に関連しているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 死んだ妊婦の霊が妖怪化する
- 悪霊が子供を奪う
- 山の精霊が人を化かす
- 水の神が人を取り込む",死んだ妊婦の霊が妖怪化する
馬鹿,"日本の妖怪「馬鹿」はどのような影響を人間に与えるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 無益な行動をさせる
- 幸運をもたらす
- 悪運を取り除く
- 知恵を与える",無益な行動をさせる
